"","OLS MSE","Random Forest MSE","Gradient Boosting MSE"
"1",0.0705933897478732,0.0712606947284251,0.0690487043602598
"2",0.0686897148176667,0.073605822417685,0.0702597552954974
"3",0.081347696271006,0.0838494612428753,0.0811880125755523
"4",0.0821949007264515,0.0805746329402887,0.0799120983616924
"5",0.0879642169178473,0.0898751577347925,0.0878680920181426
"6",0.0794825022960447,0.0807973404704459,0.0780778679791009
"7",0.0778662236455161,0.0799664317539887,0.0779008193304609
"8",0.0787257622172318,0.0788429162508779,0.0776128923360781
"9",0.0739147244105945,0.0741044866857985,0.0733809254956889
"10",0.0781162477927401,0.0789895547164082,0.076859643444551
"11",0.0772712466706412,0.0778458974532062,0.0753606604154411
"12",0.0770253339524724,0.0774433194423911,0.0756281418047271
"13",0.0670503580735046,0.0686446326580786,0.0665415029898399
"14",0.0811012939550882,0.0824752829823825,0.0798516689121563
"15",0.0923807527856189,0.089156160527787,0.0876436865841087
"16",0.073207309264241,0.0732451425524437,0.0723256657007575
"17",0.0847787146600349,0.0883968134314876,0.0836037422501495
"18",0.0865060415626475,0.0849527912254114,0.0829296870217997
"19",0.0787723142778622,0.0783053147953343,0.0765230082015053
"20",0.0750541398498521,0.0758620347545897,0.0739521594111043
"21",0.0776062294055748,0.0783675109873858,0.0763416013555927
"22",0.0767966203447853,0.0768540333718798,0.0748154513287027
"23",0.0721797251877284,0.0716891032232172,0.0700114555705315
"24",0.0781659368153138,0.0762252849387764,0.076206494602118
"25",0.0747335905102908,0.0733965614289502,0.0721852136186475
"26",0.0869225524220654,0.0855258006530891,0.0845529151726428
"27",0.0719997131622122,0.0728969287065754,0.0709529699885424
"28",0.0748298806222998,0.0753696066496828,0.074112878716644
"29",0.0713848161501562,0.0710541984692482,0.0699239380444361
"30",0.0839013066939003,0.0846637699442127,0.0826305425889146
"31",0.0741584291151819,0.0750954334894959,0.0725888569252995
"32",0.0788891202242035,0.0796624056576055,0.0777739771980542
"33",0.0835270552572689,0.0828027074308238,0.0804629993560476
"34",0.074103567093458,0.0746911675746901,0.0734411243750386
"35",0.074027738380189,0.0739948202815038,0.0716792177392431
"36",0.0854064171968535,0.0858764884649573,0.0848649488234286
"37",0.0742710341820529,0.0738552514469743,0.0727647790611073
"38",0.0782471733537137,0.0798095571980702,0.0776143526308874
"39",0.075427346831188,0.0756903716007344,0.0730726247210923
"40",0.0864447497730293,0.0875948067514755,0.0868654552868673
"41",0.0752595569923243,0.075677669730047,0.072765428982358
"42",0.0820738736693354,0.0804725042555767,0.0789731471536535
"43",0.0801824930930556,0.0793348825347416,0.0789602706301813
"44",0.0802572580478731,0.0817641680770786,0.0797697776774916
"45",0.0719848767425297,0.0732927133505376,0.0724064954189444
"46",0.0832102093940917,0.082460573006283,0.0815707401279094
"47",0.0784015186361711,0.0813459099191636,0.0789171424817544
"48",0.0796236314594078,0.0797459812687453,0.07575117699284
"49",0.0829354313725299,0.0841812144116134,0.0829292198798214
"50",0.0860664219108448,0.084980104183573,0.0833900788260739
"51",0.0818294241066258,0.0840261090563997,0.0805366281720496
