"","Logistic Regression Accuracy","Random Forest Accuracy","SVM Accuracy","Gradient Boosting Accuracy","KNN Accuracy"
"1",0.720779220779221,0.75974025974026,0.720779220779221,0.74025974025974,0.694805194805195
"2",0.766233766233766,0.733766233766234,0.772727272727273,0.746753246753247,0.74025974025974
"3",0.824675324675325,0.805194805194805,0.798701298701299,0.824675324675325,0.714285714285714
"4",0.772727272727273,0.779220779220779,0.714285714285714,0.746753246753247,0.746753246753247
"5",0.766233766233766,0.75974025974026,0.75974025974026,0.733766233766234,0.681818181818182
"6",0.805194805194805,0.805194805194805,0.818181818181818,0.805194805194805,0.75974025974026
"7",0.746753246753247,0.75974025974026,0.779220779220779,0.785714285714286,0.714285714285714
"8",0.74025974025974,0.75974025974026,0.766233766233766,0.766233766233766,0.727272727272727
"9",0.75974025974026,0.733766233766234,0.785714285714286,0.746753246753247,0.707792207792208
"10",0.74025974025974,0.701298701298701,0.707792207792208,0.714285714285714,0.668831168831169
"11",0.720779220779221,0.727272727272727,0.746753246753247,0.707792207792208,0.636363636363636
"12",0.779220779220779,0.75974025974026,0.772727272727273,0.746753246753247,0.753246753246753
"13",0.733766233766234,0.753246753246753,0.727272727272727,0.727272727272727,0.714285714285714
"14",0.792207792207792,0.766233766233766,0.785714285714286,0.792207792207792,0.707792207792208
"15",0.720779220779221,0.779220779220779,0.772727272727273,0.779220779220779,0.714285714285714
"16",0.727272727272727,0.74025974025974,0.727272727272727,0.720779220779221,0.720779220779221
"17",0.772727272727273,0.746753246753247,0.798701298701299,0.805194805194805,0.772727272727273
"18",0.772727272727273,0.74025974025974,0.772727272727273,0.720779220779221,0.694805194805195
"19",0.772727272727273,0.772727272727273,0.772727272727273,0.766233766233766,0.668831168831169
"20",0.733766233766234,0.75974025974026,0.75974025974026,0.753246753246753,0.733766233766234
"21",0.75974025974026,0.74025974025974,0.75974025974026,0.720779220779221,0.753246753246753
"22",0.746753246753247,0.727272727272727,0.74025974025974,0.75974025974026,0.746753246753247
"23",0.792207792207792,0.798701298701299,0.818181818181818,0.818181818181818,0.75974025974026
"24",0.74025974025974,0.733766233766234,0.753246753246753,0.74025974025974,0.707792207792208
"25",0.772727272727273,0.688311688311688,0.746753246753247,0.714285714285714,0.753246753246753
"26",0.798701298701299,0.798701298701299,0.818181818181818,0.792207792207792,0.772727272727273
"27",0.772727272727273,0.75974025974026,0.805194805194805,0.766233766233766,0.779220779220779
