"","OLS MSE","Random Forest MSE","Gradient Boosting MSE"
"1",0.0710391685156036,0.0710516709922749,0.0686571152882829
"2",0.0748865709902833,0.0762587138399144,0.0731301166358457
"3",0.0815197417548033,0.0820802933135036,0.0795357672096131
"4",0.0875032667945684,0.0863936488314174,0.0840752577546024
"5",0.0776178199368057,0.0797329904568524,0.0769352853383208
"6",0.082516024587303,0.0814199236196691,0.0808810383909548
"7",0.0967566474026333,0.100345803393509,0.0965547871535768
"8",0.0688213033871656,0.0694275955413385,0.0673411129936934
"9",0.074587901965465,0.0742286835709983,0.0737191048342659
"10",0.0821529220373039,0.0810264691222588,0.0801021750617299
"11",0.0777401060810319,0.0763198216127221,0.0754160296234143
"12",0.0734722938217348,0.0723413336412921,0.0723767956260194
"13",0.0750321038216562,0.0730629985422284,0.0717554511071886
"14",0.0739152337964546,0.0732259798809838,0.071733889829194
"15",0.0759381032322583,0.0766121904577155,0.0746324205575974
"16",0.078824129277077,0.0764654858840058,0.0760661384048344
"17",0.0828666925665524,0.0836677751667589,0.0810585748149009
"18",0.0702877172392219,0.0732785085129398,0.0701150892302018
"19",0.0669034052900911,0.0669594662022321,0.0667089803444938
"20",0.0796370309344179,0.0785511701385149,0.0782527147156786
"21",0.0784209193923677,0.0767026702916687,0.0753364745307947
"22",0.0713092193738985,0.0689608637758743,0.068629497332821
"23",0.0946940926683337,0.0958914211560565,0.0938667724274819
"24",0.0785156309874488,0.0790575990485789,0.0790856176572456
"25",0.0850842929555656,0.0842753178062776,0.08421268357857
"26",0.0682916986574371,0.0662800879296274,0.0656431421432041
"27",0.0718564107257735,0.0725146672094758,0.0695400264196682
"28",0.0693541119441956,0.0699511027226665,0.0666388712992903
"29",0.078241747198942,0.0772437061063986,0.075438131387223
"30",0.0784608268752382,0.0823383089910907,0.0793728239904631
"31",0.0815872334495775,0.0795298506238513,0.0795828404230406
"32",0.0724003992755484,0.0752132083782037,0.0735168780482282
"33",0.0801226324146002,0.081455869392481,0.0808440502525443
"34",0.0791248667874339,0.0771950429113003,0.0756114309345845
"35",0.0745731217517407,0.0739465195089269,0.0723415516947327
"36",0.0780221381938355,0.0776217090307338,0.0765198756649114
"37",0.0769470916671626,0.0778760673863429,0.0759113081530495
"38",0.0711856710354119,0.0704738351379551,0.0683345485652589
"39",0.0831690133470792,0.0856496486261618,0.0850179019443421
"40",0.0799682756673711,0.0829217620695047,0.0811637134143582
"41",0.0830875401006881,0.0803902511483009,0.0796488939982145
"42",0.0708649385830999,0.0715915256046319,0.0691406963558143
"43",0.0785253287995308,0.0811108404905698,0.0790596329346488
"44",0.086616778685252,0.0879125455576352,0.0869968690792302
