"","Logistic Regression Accuracy","Random Forest Accuracy","SVM Accuracy","Gradient Boosting Accuracy","KNN Accuracy"
"1",0.746753246753247,0.74025974025974,0.74025974025974,0.74025974025974,0.753246753246753
"2",0.811688311688312,0.75974025974026,0.785714285714286,0.785714285714286,0.727272727272727
"3",0.792207792207792,0.798701298701299,0.792207792207792,0.818181818181818,0.766233766233766
"4",0.785714285714286,0.772727272727273,0.785714285714286,0.772727272727273,0.753246753246753
"5",0.701298701298701,0.746753246753247,0.707792207792208,0.714285714285714,0.681818181818182
"6",0.753246753246753,0.746753246753247,0.746753246753247,0.779220779220779,0.707792207792208
"7",0.805194805194805,0.811688311688312,0.818181818181818,0.805194805194805,0.779220779220779
"8",0.753246753246753,0.766233766233766,0.75974025974026,0.75974025974026,0.694805194805195
"9",0.720779220779221,0.733766233766234,0.75974025974026,0.746753246753247,0.701298701298701
"10",0.753246753246753,0.798701298701299,0.805194805194805,0.798701298701299,0.733766233766234
"11",0.74025974025974,0.746753246753247,0.753246753246753,0.746753246753247,0.714285714285714
"12",0.792207792207792,0.753246753246753,0.805194805194805,0.772727272727273,0.720779220779221
"13",0.727272727272727,0.75974025974026,0.753246753246753,0.746753246753247,0.694805194805195
"14",0.75974025974026,0.772727272727273,0.772727272727273,0.779220779220779,0.733766233766234
"15",0.75974025974026,0.75974025974026,0.753246753246753,0.746753246753247,0.720779220779221
"16",0.785714285714286,0.772727272727273,0.805194805194805,0.75974025974026,0.707792207792208
"17",0.766233766233766,0.753246753246753,0.753246753246753,0.753246753246753,0.714285714285714
"18",0.727272727272727,0.733766233766234,0.714285714285714,0.707792207792208,0.668831168831169
"19",0.701298701298701,0.746753246753247,0.720779220779221,0.727272727272727,0.714285714285714
"20",0.766233766233766,0.733766233766234,0.766233766233766,0.714285714285714,0.688311688311688
"21",0.785714285714286,0.733766233766234,0.798701298701299,0.753246753246753,0.694805194805195
"22",0.707792207792208,0.733766233766234,0.714285714285714,0.753246753246753,0.662337662337662
"23",0.772727272727273,0.753246753246753,0.772727272727273,0.785714285714286,0.707792207792208
"24",0.75974025974026,0.733766233766234,0.746753246753247,0.766233766233766,0.694805194805195
"25",0.779220779220779,0.772727272727273,0.785714285714286,0.792207792207792,0.727272727272727
"26",0.766233766233766,0.75974025974026,0.772727272727273,0.772727272727273,0.75974025974026
