"","OLS MSE","Random Forest MSE","Gradient Boosting MSE"
"1",0.0795055305740692,0.0818219325903718,0.0789611293841284
"2",0.083288453707944,0.0820043963902982,0.0801663309878007
"3",0.0778026717012115,0.0782717655434123,0.0758049568339554
"4",0.0783605660858507,0.077395850133817,0.0763878018884305
"5",0.0728982740953737,0.0734809468660694,0.0713934789056803
"6",0.0809291121184634,0.0816659415377646,0.0790609780739321
"7",0.0763078771087047,0.0775824107695463,0.0752118425802357
"8",0.0678444497528733,0.068514454072126,0.0666087784884064
"9",0.0714140066647948,0.0713848436367608,0.0681490047575042
"10",0.0892720310267194,0.0917377958824027,0.0892090049800102
"11",0.0683409416165801,0.0716701402535811,0.0707935097399954
"12",0.0799633382347115,0.082356264147898,0.07972438874421
"13",0.0713038670337058,0.0685146904152447,0.0683761317955344
"14",0.0768074167610378,0.0771371375378228,0.0759734251997094
"15",0.0693411367240876,0.0683396932407732,0.067988219153126
"16",0.0715724345249432,0.0686881839885028,0.0685076940658547
"17",0.0856083992077767,0.0877997751629297,0.0847796232326436
"18",0.0751478666912086,0.0757874939044726,0.0735698576055406
"19",0.0809672506897082,0.0849761743821125,0.0827558853343032
"20",0.0744705191830934,0.0768534013744023,0.0745046478503861
"21",0.076444031455193,0.0781717762196228,0.0758616405299125
"22",0.0710839984229766,0.0739714752621875,0.0708035429176852
"23",0.0847511538941316,0.0864441186893313,0.0874138002028064
"24",0.0656717331196875,0.0655183432590637,0.0634903217934356
"25",0.076313133570875,0.0780600830198826,0.0770537546170623
"26",0.0796793270761671,0.0814635074299577,0.0792689575692318
"27",0.0833741721062836,0.0815134419941436,0.079827913222117
"28",0.0834995015473074,0.0824280116082284,0.0833341360867735
"29",0.0871281691587708,0.0883243298472704,0.0871657529453237
"30",0.0895433826091204,0.0859697555246651,0.0868673887535444
"31",0.0755799122968069,0.0742936866178976,0.0744899569409253
"32",0.0873515277510308,0.0848931940173237,0.0831764459755469
"33",0.077844892364909,0.0781826648937967,0.0744790385953246
"34",0.0730285473377778,0.0768605636778329,0.0736908331903526
"35",0.0783918162854743,0.0816072161927443,0.0787401703744817
"36",0.0836115451026515,0.080962399886806,0.0802541677512189
"37",0.0661596143183054,0.0681728938164908,0.066131797373516
"38",0.0709035372433776,0.0707423851036067,0.0694828441269543
